TotalValue,rowID,zip_rank,SQFTmain,Units,Bedrooms,EffectiveYearBuilt,house,condo,pud,pool,HH_Kids,Owner,lot_area,num_school_choices,closest_school_rating,geography,parks,groceries,walkscore,transit_score
1.1741351417540011,20177563037006,1.1311004557785864,0.6138323126890922,-0.12423551273861119,-0.2712442986170115,-0.5296993829233891,0.4648761782552433,-0.39723231316232,-0.2078593972734927,-0.42628059279787334,-0.9431615921139459,0.5354106323541287,-0.23948007804928834,-1.3320331974646298,0.032556531503681124,-0.46601560457724056,-0.3325316747610488,-0.6871843757223952,-1.065602309036302,-0.20713272265502566
-0.5221149778350445,20177563037032,1.1311004557785864,0.39472140072987405,-0.12423551273861119,0.6425516798720711,-0.3429623512091528,0.4648761782552433,-0.39723231316232,-0.2078593972734927,-0.42628059279787334,-0.9431615921139459,0.5354106323541287,-0.22133743175646367,-1.3320331974646298,0.032556531503681124,-0.46601560457724056,-0.3325316747610488,-0.6871843757223952,-1.065602309036302,-0.20713272265502566
0.6833520934120445,20177564003021,1.1831106439042618,-0.0012010193354314422,-0.12423551273861119,-0.2712442986170115,-0.6697521567090664,0.4648761782552433,-0.39723231316232,-0.2078593972734927,2.345536458414393,-0.3183838817851544,1.3051893427925283,-0.21451008265870972,-1.5021739004415942,1.234392088652803,-0.46601560457724056,-0.3325316747610488,-1.3390223240703265,-1.654569989751352,-0.6799426407326313
0.5120201733827578,20177564009023,1.1831106439042618,0.39133744842162355,-0.12423551273861119,-0.2712442986170115,-0.43633086706627094,0.4648761782552433,-0.39723231316232,-0.2078593972734927,-0.42628059279787334,-0.3183838817851544,1.3051893427925283,-0.22633803137963576,-1.5021739004415942,1.234392088652803,-0.46601560457724056,-0.3325316747610488,-1.3390223240703265,-1.360086149393827,-0.6799426407326313
-0.5522362347434191,20177564013020,1.1831106439042618,0.13838701337990061,-0.12423551273861119,0.6425516798720711,-0.3429623512091528,0.4648761782552433,-0.39723231316232,-0.2078593972734927,-0.42628059279787334,-0.3183838817851544,1.3051893427925283,-0.20371354044907333,-1.3320331974646298,1.234392088652803,-0.46601560457724056,-0.3325316747610488,-1.3390223240703265,-1.402155269444902,-0.6799426407326313
0.10856113589443768,20177564020019,1.1831106439042618,-0.41742715325023977,-0.12423551273861119,-1.1850402771060942,0.1705644860049971,-2.1508021247180085,2.517057748807719,-0.2078593972734927,-0.42628059279787334,-0.3183838817851544,1.3051893427925283,2.2055675762481153,-1.3320331974646298,1.234392088652803,-0.46601560457724056,0.5217975856321647,-1.3390223240703265,-1.528362629598127,-0.6799426407326313
1.1531331644600886,20177566010042,1.1831106439042618,1.1214251589266633,-0.12423551273861119,1.5563476583611537,-0.15622531949491647,0.4648761782552433,-0.39723231316232,-0.2078593972734927,-0.42628059279787334,-0.3183838817851544,1.3051893427925283,-0.19821454906467553,-0.9917517915107011,1.234392088652803,-0.46601560457724056,0.8065740057632358,-1.1217430079543493,-0.14008166791265217,-0.6799426407326313
-0.5573706655081677,20177568013001,1.1831106439042618,-0.32436846477335174,-0.12423551273861119,-0.2712442986170115,-0.9031734463518618,0.4648761782552433,-0.39723231316232,-0.2078593972734927,-0.42628059279787334,-0.3183838817851544,1.3051893427925283,-0.19522601397790637,-1.1618924944876654,0.43316838388672174,-0.46601560457724056,-0.3325316747610488,-1.1217430079543493,-0.43456550827017715,-0.6799426407326313
-0.02843476199375394,20177572017017,1.1831106439042618,0.07747587183139208,-0.12423551273861119,-1.1850402771060942,-0.01617254570923922,0.4648761782552433,-0.39723231316232,-0.2078593972734927,-0.42628059279787334,-0.3183838817851544,1.3051893427925283,-0.03622723702521604,-1.5021739004415942,-1.5698908780284813,-0.46601560457724056,-0.3325316747610488,-1.3390223240703265,-0.14008166791265217,-0.6799426407326313
0.31858090883356327,20177573001053,1.1831106439042618,0.3515760087996805,-0.12423551273861119,-0.2712442986170115,0.8708283549333834,-2.1508021247180085,2.517057748807719,-0.2078593972734927,-0.42628059279787334,-0.3183838817851544,1.3051893427925283,2.445787825753738,-1.1618924944876654,1.6350039410358437,-0.46601560457724056,0.23702116550109353,-0.9044636918383723,0.3647477727002478,-0.6799426407326313
