TotalValue,rowID,zip_rank,SQFTmain,Units,Bedrooms,EffectiveYearBuilt,house,condo,pud,pool,HH_Kids,Owner,lot_area,num_school_choices,closest_school_rating,geography,parks,groceries,urban_score
1694000.0,20177563037006,1.1310425940051074,0.6130767734143524,-0.12598789715757963,-0.271750693035071,-0.15676854225521988,0.4646333036856709,-0.39703472597055656,-0.20776623439100145,-0.42606417800097046,-0.9428108738446244,0.5353172260189665,-0.23596579266549997,-1.3287273720309836,0.03236458150003749,-0.4659995501418579,-0.33271011499444175,-0.6873696933828838,-0.744625495444861
159442.0,20177563037032,1.1310425940051074,0.39400681103669616,-0.12598789715757963,0.6405738692071887,-0.09180994676088924,0.4646333036856709,-0.39703472597055656,-0.20776623439100145,-0.42606417800097046,-0.9428108738446244,0.5353172260189665,-0.21840145877472722,-1.3287273720309836,0.03236458150003749,-0.4659995501418579,-0.33271011499444175,-0.6873696933828838,-0.744625495444861
1250000.0,20177564003021,1.1830634761650787,-0.0018416151901113355,-0.12598789715757963,-0.271750693035071,-0.20548748887596785,0.4646333036856709,-0.39703472597055656,-0.20776623439100145,2.3467281379177405,-0.31792122866567607,1.3051711581878869,-0.21179173728171408,-1.4982689737795238,1.234502201791321,-0.4659995501418579,-0.33271011499444175,-1.3390876253438717,-1.3617648333956895
1095000.0,20177564009023,1.1830634761650787,0.39062349115441575,-0.12598789715757963,-0.271750693035071,-0.12428924450805456,0.4646333036856709,-0.39703472597055656,-0.20776623439100145,-0.42606417800097046,-0.31792122866567607,1.3051711581878869,-0.22324265999850917,-1.4982689737795238,1.234502201791321,-0.4659995501418579,-0.33271011499444175,-1.3390876253438717,-1.1889658187694576
132192.0,20177564013020,1.1830634761650787,0.13772032995395542,-0.12598789715757963,0.6405738692071887,-0.09180994676088924,0.4646333036856709,-0.39703472597055656,-0.20776623439100145,-0.42606417800097046,-0.31792122866567607,1.3051711581878869,-0.20133934410956283,-1.3287273720309836,1.234502201791321,-0.4659995501418579,-0.33271011499444175,-1.3390876253438717,-1.2136513922874907
730000.0,20177564020019,1.1830634761650787,-0.4179899607106013,-0.12598789715757963,-1.1840752552773306,0.08682619084852002,-2.1519266637635552,2.518310690908935,-0.20776623439100145,-0.42606417800097046,-0.31792122866567607,1.3051711581878869,2.131143871811357,-1.3287273720309836,1.234502201791321,-0.4659995501418579,0.5217638581597275,-1.3390876253438717,-1.2877081128415901
1675000.0,20177566010042,1.1830634761650787,1.1205747557564134,-0.12598789715757963,1.5528984314494485,-0.026851351266558604,0.4646333036856709,-0.39703472597055656,-0.20776623439100145,-0.42606417800097046,-0.31792122866567607,1.3051711581878869,-0.19601563778915437,-0.9896441685339032,1.234502201791321,-0.4659995501418579,0.8065885158777839,-1.1218483146902092,-0.47308418674649644
127547.0,20177568013001,1.1830634761650787,-0.3249486639478901,-0.12598789715757963,-0.271750693035071,-0.28668573324388114,0.4646333036856709,-0.39703472597055656,-0.20776623439100145,-0.42606417800097046,-0.31792122866567607,1.3051711581878869,-0.193122364819981,-1.1591857702824435,0.43307712159713196,-0.4659995501418579,-0.33271011499444175,-1.1218483146902092,-0.6458832013727285
606063.0,20177572017017,1.1830634761650787,0.0768205720729081,-0.12598789715757963,-1.1840752552773306,0.021867595354189372,0.4646333036856709,-0.39703472597055656,-0.20776623439100145,-0.42606417800097046,-0.31792122866567607,1.3051711581878869,-0.03919181017283054,-1.4982689737795238,-1.5704855788883405,-0.4659995501418579,-0.33271011499444175,-1.3390876253438717,-0.47308418674649644
920000.0,20177573001053,1.1830634761650787,0.350869482537621,-0.12598789715757963,-0.271750693035071,0.3304209239522599,-2.1519266637635552,2.518310690908935,-0.20776623439100145,-0.42606417800097046,-0.31792122866567607,1.3051711581878869,2.363706894952597,-1.1591857702824435,1.6352147418884155,-0.4659995501418579,0.23693920044167108,-0.9046090040365464,-0.17685730453009874
